Optical Parameter Monitor 7.0.5319.1035

Power Meter,PM100D
Power Meter SN,P0046669
Sensor,S120C
Sensor SN,250305506
Sensor Type,Photodiode
Wavelength,532 nm
Range,Auto,range changed during the measurement.

Start of Measurement,2/2/2026 13:24:27
Elapsed Time,00:00:09:999
Samples,1694

--Statistics--
Minimum [W],0.00050163
Maximum [W],0.00092187
Mean [W],0.00085604
Standard Deviation [W],9.4286E-05
Ratio,1.838 : 1

--Graph Data--
Time (ms),Power (W)
4268.000,0.00091773
4272.000,0.00091721
4297.000,0.00091672
4301.000,0.00091878
4304.000,0.00091891
4308.000,0.00091871
4311.000,0.00091871
4314.000,0.00091842
4317.000,0.00091809
4321.000,0.00091737
4329.000,0.00091659
4333.000,0.00091633
4336.000,0.00091623
4339.000,0.00091633
4343.000,0.00091718
4346.000,0.00091757
4349.000,0.00091816
4352.000,0.00091832
4356.000,0.00091874
4359.000,0.00091907
4362.000,0.000919
4366.000,0.00091894
4369.000,0.00091855
4372.000,0.00091832
4401.000,0.0009176
4404.000,0.00091809
4407.000,0.00091868
4411.000,0.00091884
4414.000,0.000919
4417.000,0.00091894
4420.000,0.00091861
4424.000,0.00091806
4449.000,0.00091685
4454.000,0.00091744
4457.000,0.00091803
4461.000,0.00091825
4465.000,0.00091874
4468.000,0.00091913
4471.000,0.00091871
4500.000,0.00091851
4503.000,0.00091702
4506.000,0.0009176
4510.000,0.00091786
4514.000,0.00091832
4517.000,0.00091845
4520.000,0.00091842
4546.000,0.00091842
4549.000,0.00091636
4553.000,0.00091643
4556.000,0.00091659
4559.000,0.00091685
4562.000,0.00091711
4601.000,0.00091679
4607.000,0.00091653
4610.000,0.00091682
4614.000,0.00091754
4617.000,0.00091757
4620.000,0.00091793
4624.000,0.00091809
4628.000,0.00091832
4632.000,0.00091848
4635.000,0.00091848
4638.000,0.00091832
4641.000,0.0009177
4645.000,0.00091741
4648.000,0.00091718
4651.000,0.00091689
4655.000,0.0009163
4658.000,0.00091584
4661.000,0.00091607
4665.000,0.0009164
4668.000,0.00091675
4671.000,0.00091682
4697.000,0.00091744
4700.000,0.00091721
4704.000,0.00091689
4707.000,0.00091646
4710.000,0.00091601
4714.000,0.00091601
4717.000,0.00091646
4720.000,0.00091675
4746.000,0.00091715
4749.000,0.0009177
4754.000,0.00091705
4757.000,0.00091659
4763.000,0.00091568
4766.000,0.00091555
4770.000,0.00091565
4773.000,0.00091636
4802.000,0.00091734
4806.000,0.00091702
4809.000,0.00091672
4813.000,0.00091636
4816.000,0.00091617
4819.000,0.0009161
4823.000,0.00091604
4850.000,0.00091659
4854.000,0.00091747
4860.000,0.00091675
4864.000,0.0009163
4867.000,0.00091539
4870.000,0.00091529
4896.000,0.00091545
4900.000,0.0009179
4903.000,0.00091763
4907.000,0.00091715
4910.000,0.00091705
4914.000,0.00091702
4917.000,0.00091604
4920.000,0.00091555
4924.000,0.00091535
4928.000,0.00091552
4932.000,0.00091574
4935.000,0.00091617
4938.000,0.00091597
4941.000,0.00091669
4945.000,0.00091757
4948.000,0.00091786
4951.000,0.00091803
4955.000,0.0009178
4958.000,0.00091776
4962.000,0.00091754
4965.000,0.00091689
4968.000,0.00091636
4972.000,0.00091529
5001.000,0.00091464
5004.000,0.00091666
5007.000,0.00091636
5011.000,0.00091597
5014.000,0.0009161
5017.000,0.00091539
5021.000,0.0009149
5046.000,0.00091415
5050.000,0.00091493
5054.000,0.00091519
5057.000,0.00091516
5060.000,0.00091486
5064.000,0.00091483
5067.000,0.00091418
5070.000,0.00091369
5097.000,0.00091301
5100.000,0.00091223
5104.000,0.00091275
5107.000,0.00091307
5114.000,0.0009133
5117.000,0.00091281
5120.000,0.00091255
5146.000,0.00091187
5150.000,0.00091063
5153.000,0.00091115
5156.000,0.0009117
5159.000,0.00091232
5163.000,0.00091239
5166.000,0.00091216
5169.000,0.00091193
5173.000,0.00091157
5201.000,0.00090962
5207.000,0.00090985
5210.000,0.00091076
5214.000,0.00091122
5217.000,0.00091135
5220.000,0.00091131
5226.000,0.00091112
5230.000,0.00091056
5234.000,0.00091014
5237.000,0.00090968
5241.000,0.00090936
5244.000,0.00090929
5247.000,0.00090932
5251.000,0.00090929
5254.000,0.00090942
5257.000,0.00090998
5261.000,0.00091073
5264.000,0.00091157
5268.000,0.00091232
5271.000,0.00091271
5297.000,0.00091333
5300.000,0.00091568
5304.000,0.00091607
5307.000,0.00091675
5310.000,0.0009176
5314.000,0.00091819
5317.000,0.00091923
5320.000,0.00091956
5346.000,0.00092021
5349.000,0.00091874
5354.000,0.00091848
5357.000,0.00091864
5360.000,0.00091884
5368.000,0.00091988
5372.000,0.00092027
5401.000,0.00092063
5404.000,0.00091871
5407.000,0.00091864
5410.000,0.00091871
5414.000,0.00091907
5417.000,0.00091913
5421.000,0.0009191
5446.000,0.0009193
5450.000,0.00091926
5454.000,0.00091907
5457.000,0.00091829
5460.000,0.00091855
5464.000,0.00091835
5467.000,0.00091829
5470.000,0.00091848
5498.000,0.00091845
5501.000,0.00091933
5504.000,0.00091887
5508.000,0.00091835
5511.000,0.00091796
5514.000,0.00091737
5518.000,0.00091721
5521.000,0.00091702
5525.000,0.00091702
5528.000,0.00091741
5532.000,0.0009179
5535.000,0.00091871
5538.000,0.00091926
5542.000,0.00091907
5545.000,0.00091939
5548.000,0.00091952
5552.000,0.0009192
5555.000,0.00091884
5558.000,0.00091803
5561.000,0.00091744
5565.000,0.00091692
5568.000,0.00091666
5571.000,0.00091695
5600.000,0.00091682
5604.000,0.00091975
5607.000,0.00091933
5610.000,0.00091874
5614.000,0.00091822
5617.000,0.0009177
5623.000,0.00091737
5649.000,0.00091982
5653.000,0.00091962
5656.000,0.00091959
5659.000,0.00091878
5663.000,0.00091838
5666.000,0.00091754
5670.000,0.00091675
5673.000,0.00091679
5699.000,0.0009191
5703.000,0.00091923
5706.000,0.00091933
5710.000,0.00091897
5714.000,0.00091845
5717.000,0.00091731
5720.000,0.00091685
5746.000,0.00091607
5750.000,0.00091698
5753.000,0.00091689
5757.000,0.00091685
5760.000,0.00091666
5764.000,0.00091617
5767.000,0.00091535
5771.000,0.00091428
5811.000,0.00091122
5814.000,0.00091076
5818.000,0.00091007
5821.000,0.00090851
5825.000,0.0009074
5828.000,0.00090613
5832.000,0.00090489
5835.000,0.00090395
5838.000,0.00090294
5842.000,0.00090261
5845.000,0.00090206
5849.000,0.00090209
5852.000,0.00090206
5855.000,0.00090193
5859.000,0.00090157
5862.000,0.00090088
5865.000,0.00090023
5869.000,0.00089965
5872.000,0.00089805
5901.000,0.00089033
5904.000,0.00089065
5908.000,0.0008902
5911.000,0.00089
5915.000,0.00088987
5918.000,0.00088932
5922.000,0.00088873
5947.000,0.00088788
5950.000,0.00088234
5954.000,0.00088244
5958.000,0.00088267
5961.000,0.00088264
5966.000,0.00088257
5969.000,0.00088215
5972.000,0.00088182
6001.000,0.00088146
6005.000,0.00087524
6008.000,0.00087537
6012.000,0.00087576
6015.000,0.00087618
6018.000,0.00087628
6021.000,0.00087612
6047.000,0.00087563
6051.000,0.00086976
6054.000,0.00086937
6057.000,0.00086931
6061.000,0.00086947
6064.000,0.00086937
6068.000,0.00086996
6072.000,0.0008696
6097.000,0.0008695
6101.000,0.00086364
6104.000,0.00086354
6107.000,0.00086351
6110.000,0.00086331
6114.000,0.00086351
6117.000,0.00086387
6120.000,0.00086439
6124.000,0.00086422
6132.000,0.00086409
6136.000,0.00086325
6139.000,0.00086266
6142.000,0.00086211
6146.000,0.00086136
6149.000,0.00086064
6155.000,0.00086002
6158.000,0.0008596
6161.000,0.00085937
6164.000,0.0008593
6168.000,0.0008593
6171.000,0.00085921
6199.000,0.00085921
6203.000,0.00085399
6206.000,0.00085301
6210.000,0.00085236
6213.000,0.00085174
6216.000,0.00085145
6220.000,0.00085106
6223.000,0.00085126
6249.000,0.00084695
6253.000,0.000845
6257.000,0.00084321
6260.000,0.00084138
6264.000,0.00083975
6267.000,0.00083763
6270.000,0.00083623
6274.000,0.00083467
6300.000,0.00082137
6304.000,0.0008189
6307.000,0.00081671
6311.000,0.00081521
6314.000,0.00081401
6317.000,0.00081303
6321.000,0.00081238
6347.000,0.00081192
6350.000,0.00081068
6354.000,0.00081042
6357.000,0.00080941
6360.000,0.00080873
6364.000,0.00080818
6367.000,0.00080775
6370.000,0.00080716
6399.000,0.0008072
6403.000,0.00080664
6409.000,0.00080554
6412.000,0.00080482
6416.000,0.00080413
6419.000,0.00080365
6422.000,0.00080361
6426.000,0.00080338
6429.000,0.00080338
6433.000,0.00080335
6437.000,0.00080381
6440.000,0.0008042
6444.000,0.00080413
6447.000,0.00080449
6454.000,0.00080417
6458.000,0.00080387
6461.000,0.00080338
6465.000,0.00080257
6468.000,0.00080205
6472.000,0.00080153
6502.000,0.00080136
6505.000,0.00080237
6509.000,0.00080237
6512.000,0.00080231
6515.000,0.00080189
6518.000,0.0008013
6522.000,0.00080101
6548.000,0.00080097
6552.000,0.00080205
6555.000,0.00080237
6559.000,0.00080293
6562.000,0.00080296
6566.000,0.00080286
6569.000,0.00080247
6572.000,0.00080251
6601.000,0.00080244
6605.000,0.00080322
6608.000,0.00080397
6612.000,0.00080446
6615.000,0.00080527
6618.000,0.00080531
6621.000,0.00080537
6647.000,0.00080524
6655.000,0.00080919
6658.000,0.00080993
6664.000,0.00081143
6667.000,0.00081186
6671.000,0.00081212
6697.000,0.00081196
6700.000,0.00081052
6703.000,0.00081078
6706.000,0.00081147
6709.000,0.00081189
6713.000,0.00081238
6716.000,0.0008129
6720.000,0.00081267
6723.000,0.00081287
6727.000,0.00081251
6730.000,0.00081228
6734.000,0.00081192
6738.000,0.00081134
6741.000,0.00081095
6745.000,0.00081059
6748.000,0.00081052
6751.000,0.00081072
6755.000,0.00081075
6758.000,0.00081121
6761.000,0.00081189
6765.000,0.00081215
6768.000,0.00081251
6771.000,0.00081316
6800.000,0.00081323
6804.000,0.00081121
6811.000,0.00081199
6816.000,0.0008127
6819.000,0.00081274
6823.000,0.00081329
6848.000,0.00081137
6853.000,0.00081085
6856.000,0.00081055
6860.000,0.00081081
6866.000,0.00081163
6870.000,0.00081202
6900.000,0.00081251
6903.000,0.00081186
6906.000,0.00081143
6910.000,0.00081173
6913.000,0.00081163
6919.000,0.00081238
6923.000,0.00081316
6949.000,0.00081362
6952.000,0.00081479
